"","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG07A","MSBG07B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG12A","MSBG12B","MSBG13A","MSBM14","MSBM15","MSBM16A","MSBM17A","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","TOTWGT","AtRisk"
"848",2,1,3,3,1,1,1,1,1,1,1,2,7,7,5,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,250,120,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,131.503734,"0"
"849",1,1,2,5,1,1,1,1,1,1,1,2,6,3,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,250,100,1,2,2,1,2,3,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,3,2,2,4,2,2,3,4,2,3,3,4,2,2,2,1,3,2,4,3,2,1,1,2,2,1,1,3,2,4,4,4,4,4,4,4,4,131.503734,"0"
"850",1,2,5,5,1,1,1,1,1,1,1,1,3,3,5,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,250,180,1,1,2,2,3,3,3,3,2,3,2,2,3,3,1,3,1,1,1,1,1,1,1,3,2,2,4,4,2,3,3,4,3,2,4,2,1,2,1,2,1,4,2,4,2,2,3,3,2,2,3,3,4,3,4,4,4,4,4,4,131.503734,"0"
"851",2,1,3,5,1,1,1,1,1,1,1,1,3,3,5,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,250,45,1,2,2,1,2,4,4,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,4,3,1,4,4,2,3,4,4,4,2,3,3,2,2,2,3,1,3,2,2,1,1,1,1,1,1,1,3,1,4,4,4,4,3,4,4,131.503734,"0"
"852",2,1,5,5,1,1,1,1,1,1,1,2,7,7,5,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,300,250,2,1,1,1,3,1,2,2,1,2,1,1,1,2,1,3,1,2,2,1,2,1,1,4,1,4,2,3,4,1,1,1,1,4,2,1,1,4,2,4,1,3,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,131.503734,"0"
"853",1,2,5,4,1,1,1,1,1,2,1,1,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,225,150,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,3,3,1,4,4,2,3,4,4,3,2,4,1,1,2,1,3,1,2,1,3,2,4,2,3,2,2,1,3,4,4,4,4,4,4,4,4,131.503734,"0"
"854",1,1,3,5,1,1,1,1,1,1,1,2,3,3,5,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,250,100,1,2,1,1,1,2,2,1,1,1,1,1,2,3,1,1,2,1,1,1,2,1,1,2,1,1,4,3,3,1,1,1,1,4,2,1,1,4,1,4,1,1,1,2,1,4,2,2,1,1,1,2,3,3,3,4,4,3,4,3,1023.108092,"0"
"855",1,1,5,5,1,1,1,1,1,1,1,2,6,7,5,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,250,100,2,2,2,1,2,3,3,3,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,3,3,3,3,2,4,4,3,2,1,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,131.503734,"0"
"856",2,2,4,5,1,1,1,1,1,1,1,2,6,7,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,55,60,2,2,3,2,3,2,4,3,2,2,3,3,4,4,3,3,1,2,2,1,2,2,1,1,1,3,1,2,3,2,1,1,2,3,3,1,1,3,1,3,1,1,1,2,1,2,1,3,1,2,1,4,4,4,4,4,4,4,4,4,1023.108092,"0"
"857",2,1,4,5,1,2,1,1,1,1,1,2,5,7,4,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,300,70,1,2,1,1,2,2,1,4,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,3,1,4,1,1,1,1,4,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,4,4,4,3,4,1023.108092,"0"
"858",2,1,5,5,1,1,1,1,1,1,1,1,7,3,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,250,15,1,2,1,1,2,3,2,3,2,4,2,2,3,3,1,3,1,1,2,2,2,2,2,3,1,1,4,4,1,3,3,4,3,2,3,2,1,1,1,3,2,3,2,1,1,1,1,2,2,2,1,2,1,4,3,4,3,4,4,4,131.503734,"0"
"859",2,1,4,4,1,2,1,1,1,1,2,2,7,6,5,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,225,150,2,1,2,2,3,2,1,2,1,2,3,2,3,2,3,2,1,2,2,2,2,1,1,1,1,2,4,3,2,2,1,2,1,2,2,1,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,131.503734,"0"
"860",1,2,3,5,1,1,1,1,1,1,1,1,3,2,5,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,450,210,1,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,3,3,1,3,4,4,3,1,2,2,1,1,1,3,2,2,1,2,2,3,3,2,2,2,3,3,3,3,3,3,3,4,3,3,77.498659,"1"
"861",1,1,4,4,1,2,1,1,1,2,1,1,5,8,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,375,20,1,2,2,1,2,3,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,4,3,4,2,2,2,2,3,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,4,4,4,3,4,77.498659,"0"
"862",1,3,2,4,2,1,1,1,1,1,1,2,3,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,350,120,1,1,4,3,4,3,2,3,4,4,4,3,4,4,3,4,2,2,2,2,2,1,1,2,1,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3,2,4,4,4,4,4,4,77.498659,"0"
"863",2,1,2,5,1,2,1,1,1,1,1,1,3,3,4,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,350,200,2,2,1,1,1,2,2,1,1,1,1,1,1,3,1,1,2,2,2,2,2,1,1,3,1,3,2,1,4,1,1,1,1,4,2,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,95.045525,"0"
"864",1,1,2,4,1,2,1,1,1,1,1,1,5,3,5,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,375,225,2,1,2,1,2,2,1,2,2,1,1,3,2,2,1,2,1,1,2,2,2,1,1,2,1,2,3,3,2,3,3,2,3,3,4,1,1,2,1,2,1,2,1,3,2,3,2,2,3,2,2,2,4,4,4,4,4,4,4,4,77.498659,"0"
"865",2,3,2,5,1,2,1,1,1,1,1,2,2,1,5,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,700,1480,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,3,4,2,1,4,2,2,2,3,1,4,4,4,4,4,4,95.045525,"0"
"866",1,1,3,4,1,2,1,1,1,1,1,1,5,7,5,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,375,45,2,2,1,1,1,2,3,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,3,3,2,4,2,1,1,2,4,3,2,1,3,1,3,1,1,2,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,77.498659,"0"
"867",1,1,3,3,1,2,1,1,2,2,1,1,7,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,350,80,1,2,2,2,2,2,3,2,1,2,1,1,2,2,2,3,1,2,2,2,2,1,1,3,1,2,3,2,2,2,1,1,3,3,3,1,2,3,1,3,2,2,1,3,2,3,3,2,3,2,2,2,2,4,4,4,4,4,4,4,77.498659,"1"
"868",2,1,4,3,1,2,1,2,1,1,1,1,3,2,4,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,350,120,1,2,2,1,2,3,1,3,3,2,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,3,1,1,1,3,3,3,4,3,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,77.498659,"0"
"869",1,1,3,5,1,1,1,1,1,1,1,1,6,9,5,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,350,60,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,3,3,1,2,3,2,1,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,3,4,4,4,4,77.498659,"0"
"870",1,1,2,4,1,2,1,1,1,1,2,1,6,9,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,140,0,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,3,2,2,1,1,3,2,2,2,1,1,2,1,2,1,2,3,2,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,77.498659,"1"
"871",2,1,5,4,1,2,1,1,1,1,1,2,6,5,5,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,450,150,2,2,2,1,3,2,1,3,2,2,2,2,2,3,2,3,2,2,2,2,2,1,2,2,2,1,3,2,3,2,2,2,1,4,2,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,111.20415,"0"
"872",2,1,1,2,2,2,1,2,1,2,1,2,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,450,30,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,3,3,4,2,1,3,1,4,3,1,1,4,1,4,2,3,1,2,1,1,1,1,1,1,2,3,1,1,4,4,1,2,4,4,111.20415,"0"
"873",2,1,3,5,1,1,1,1,1,2,1,1,3,3,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1000,1000,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,3,2,1,4,1,1,1,1,4,2,1,1,4,2,4,1,1,1,1,1,2,2,1,1,1,2,2,2,3,3,3,4,4,4,4,111.20415,"0"
"874",1,1,5,4,1,1,1,2,2,1,1,2,6,7,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,450,180,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,4,4,2,3,2,4,4,1,4,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,3,3,4,4,4,4,3,3,4,111.20415,"0"
"875",2,1,1,3,2,2,1,1,1,1,1,2,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,150,160,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,55.253198,"1"
"876",2,1,5,4,1,1,1,1,1,1,1,1,6,7,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,270,50,1,2,3,1,2,2,4,2,2,3,2,3,2,3,2,3,2,1,1,1,2,1,1,2,1,2,4,3,3,2,1,2,3,3,3,1,1,3,1,3,1,1,1,3,2,3,2,3,1,2,4,4,3,4,4,3,3,3,3,3,55.253198,"1"
"877",1,1,4,5,1,1,1,2,2,1,1,1,6,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,240,90,1,2,4,4,3,4,4,4,4,3,4,2,3,4,4,4,2,2,2,2,2,1,1,2,1,3,4,4,1,3,1,3,4,3,4,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,55.253198,"1"
"878",2,1,5,4,1,2,1,1,1,1,1,2,7,7,6,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,225,240,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,3,3,2,3,3,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,3,1,1,2,2,1,4,4,1,175.528116,"0"
"879",2,1,4,5,1,1,1,1,1,1,1,1,6,7,5,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,210,90,2,2,1,2,2,1,2,3,3,2,3,3,2,3,2,1,1,2,2,1,2,1,1,2,1,2,3,1,4,2,2,2,3,4,1,1,1,4,1,4,1,2,1,2,1,3,2,4,2,2,2,4,4,4,3,4,4,4,4,4,175.528116,"0"
"880",2,1,4,5,1,1,1,1,1,1,1,1,5,6,5,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,225,60,1,2,2,2,4,3,2,4,2,2,2,3,3,3,3,4,1,1,1,1,1,1,1,2,1,2,3,2,2,2,1,2,2,3,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,4,55.253198,"0"
"881",2,1,5,4,1,2,1,1,1,1,1,2,3,8,6,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,270,180,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,3,4,1,3,4,4,4,1,4,1,1,1,1,4,1,3,1,2,1,2,1,1,2,1,1,1,4,2,4,4,4,4,4,4,55.253198,"1"
"882",2,1,4,4,1,2,1,1,1,1,1,1,6,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,220,60,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,3,2,3,2,2,2,2,3,2,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,175.528116,"0"
"883",1,1,4,5,1,1,1,1,1,1,1,1,6,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,270,120,2,2,1,1,2,2,1,2,1,2,1,1,3,3,1,2,1,1,1,1,1,1,1,2,1,3,4,3,3,2,2,2,3,4,3,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,55.253198,"0"
"884",2,1,4,4,1,2,1,1,1,1,1,1,5,5,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,225,180,2,1,1,2,1,1,3,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,3,2,2,4,2,2,2,2,4,3,1,1,4,1,4,1,2,1,2,1,3,2,2,3,1,1,4,3,3,3,4,4,4,3,4,175.528116,"0"
"885",2,1,2,2,2,2,1,1,1,2,1,1,3,6,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,235,15,1,2,3,3,4,4,4,3,3,3,3,3,2,4,2,4,2,2,2,2,2,1,1,2,1,3,4,2,2,2,1,2,2,3,2,2,2,2,2,2,2,3,2,4,1,4,4,2,3,2,2,3,4,4,4,4,4,4,4,4,55.253198,"0"
"886",2,1,2,5,1,1,1,1,1,1,1,1,7,7,5,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,225,120,1,2,1,1,2,3,3,1,1,1,2,3,2,4,1,3,1,1,2,2,2,1,1,1,2,3,4,4,2,2,2,3,4,3,2,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,55.253198,"0"
"887",2,2,5,5,1,1,1,1,1,1,1,1,6,8,6,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,270,0,1,2,1,1,3,2,2,3,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,3,1,4,1,1,2,1,4,1,1,2,4,1,4,1,1,1,2,2,2,1,2,1,1,2,3,2,1,2,4,3,3,2,4,55.253198,"0"
"888",2,1,4,5,1,2,1,1,1,1,1,1,3,3,4,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,225,60,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,3,1,4,1,1,2,1,4,2,1,2,3,2,4,1,2,1,1,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"889",1,1,4,5,1,2,1,1,1,1,1,1,3,3,6,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,225,180,1,2,1,1,2,1,2,3,2,2,1,1,3,2,1,2,1,1,1,1,1,1,1,2,2,1,3,4,1,3,3,4,3,3,4,1,1,4,1,3,1,1,1,2,1,1,1,2,1,1,1,1,4,3,4,4,4,4,3,4,55.253198,"1"
"890",2,1,2,4,1,1,1,1,1,1,1,1,6,7,5,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,270,90,2,1,2,1,3,2,2,3,2,3,1,1,2,4,2,3,1,2,1,2,2,1,1,2,1,2,3,2,3,2,1,1,2,3,2,1,1,2,1,4,1,2,1,2,2,2,3,2,1,3,2,3,4,4,4,3,4,3,4,4,55.253198,"0"
"891",1,2,5,4,1,1,1,1,1,1,1,1,6,7,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,270,270,1,1,2,1,2,3,3,3,3,2,2,3,3,3,2,2,1,1,1,1,1,1,1,2,1,2,3,3,3,3,2,3,3,2,3,1,1,2,2,3,2,3,1,2,1,2,1,3,2,2,2,3,4,4,4,4,4,4,4,4,55.253198,"1"
"892",1,1,5,5,1,1,1,1,1,1,1,1,6,6,6,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,270,180,1,1,3,3,4,2,2,3,2,3,2,1,3,4,1,3,1,1,1,1,1,1,2,3,1,2,2,3,3,1,1,1,1,4,3,1,1,4,1,4,4,1,1,2,1,1,1,2,1,1,1,1,4,3,3,3,4,3,4,4,55.253198,"0"
"893",1,1,4,3,1,2,1,1,2,1,1,2,5,7,5,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,270,630,1,2,1,1,2,1,1,1,1,1,2,1,3,2,2,2,1,2,2,2,2,1,1,2,1,2,3,4,3,1,1,1,1,4,3,1,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,175.528116,"0"
"894",1,1,3,5,1,2,1,1,1,1,1,1,7,6,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,270,180,1,2,2,1,1,1,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,2,1,1,1,4,2,1,1,4,1,4,1,1,1,2,1,1,1,2,1,1,1,1,4,4,3,4,4,4,3,4,55.253198,"0"
"895",2,4,5,4,1,2,1,1,1,1,1,2,6,7,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,570,360,1,2,1,2,2,1,1,4,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,4,1,4,2,1,1,1,4,3,1,1,3,1,4,1,1,1,2,1,2,1,2,2,1,1,1,4,4,4,4,4,4,4,4,55.253198,"0"
"896",1,1,4,4,2,2,1,1,2,1,1,1,6,6,5,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,270,180,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,3,2,2,4,1,1,1,1,4,2,1,1,4,2,4,1,1,1,2,1,2,1,2,2,1,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"897",2,2,4,5,1,1,1,1,1,1,1,2,3,6,4,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,540,90,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2,3,2,1,1,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,4,4,4,4,4,175.528116,"0"
"898",1,1,4,5,1,2,1,1,2,1,1,1,6,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,225,90,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,3,3,2,3,1,2,2,2,2,2,2,2,4,1,4,1,2,1,2,1,2,2,2,1,1,1,2,4,3,4,4,4,4,4,4,55.253198,"0"
"899",2,1,2,4,2,1,1,1,1,2,1,1,9,9,6,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,225,120,2,2,2,1,2,1,2,2,1,2,1,1,3,3,1,2,2,2,1,1,1,1,1,3,1,3,2,1,4,1,1,1,2,4,2,1,1,4,1,4,1,2,1,2,1,2,1,1,1,1,2,3,4,4,3,4,4,4,4,4,55.253198,"0"
"900",2,1,5,5,1,1,1,1,1,1,1,2,5,6,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,245,60,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,3,1,2,3,1,4,2,2,2,1,3,3,1,1,3,2,4,1,3,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"901",1,1,4,5,1,2,1,1,1,1,1,1,6,6,5,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,270,180,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,3,3,3,3,2,3,2,2,3,1,3,1,3,1,1,1,2,2,1,1,1,2,3,4,4,4,4,4,4,4,4,55.253198,"0"
"902",1,1,5,5,1,2,1,1,1,1,1,1,6,6,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,225,20,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,2,4,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,3,4,4,4,4,4,55.253198,"0"
"903",2,1,4,4,2,2,1,1,1,1,1,1,6,6,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,450,180,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,2,1,1,4,3,2,1,3,1,3,1,1,1,1,2,2,1,2,1,1,1,2,2,2,4,3,4,3,3,4,55.253198,"0"
"904",1,1,3,5,1,2,1,1,1,1,1,1,7,7,6,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,270,180,2,1,3,1,3,3,2,1,1,2,2,2,3,3,2,4,1,1,2,1,2,1,1,2,1,2,3,3,2,2,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,1,1,2,1,2,3,3,4,3,4,4,3,4,4,55.253198,"1"
"905",1,2,2,4,1,1,1,1,1,1,1,1,7,7,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,270,90,2,1,2,1,1,2,3,1,2,1,2,1,2,3,1,1,1,2,1,2,2,1,1,3,1,2,4,4,3,3,4,3,4,2,4,3,1,2,1,3,1,2,4,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"906",2,1,3,5,1,2,1,1,1,1,1,1,6,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,270,180,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,3,3,3,2,2,1,1,3,3,1,1,4,1,4,1,2,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,55.253198,"0"
"907",1,1,4,3,1,1,1,1,1,1,1,1,6,6,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,225,60,2,2,1,1,1,3,3,2,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,4,1,1,4,4,1,2,2,2,4,2,2,1,1,3,1,4,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,55.253198,"0"
"908",1,2,3,4,1,2,1,1,1,1,2,2,6,9,5,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,270,120,2,2,1,1,1,1,3,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,3,3,3,4,2,2,2,2,4,2,1,2,4,1,4,2,3,1,2,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"909",1,1,5,3,1,1,1,1,1,1,1,1,6,6,5,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,270,60,1,2,2,1,2,3,2,2,1,2,2,1,2,3,2,2,1,2,1,2,1,1,1,2,1,2,3,4,1,3,3,3,4,1,3,1,1,3,1,3,2,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,55.253198,"0"
"910",2,1,5,5,1,2,1,1,1,1,1,2,3,6,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,225,0,2,2,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,4,1,3,1,1,3,1,4,2,1,3,3,1,4,2,2,1,2,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"911",2,4,3,5,1,2,1,1,1,2,2,1,6,6,5,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,180,180,1,2,2,1,2,4,4,3,1,1,1,1,4,4,1,2,2,2,2,2,2,1,1,2,1,2,2,2,3,2,1,2,3,3,2,3,2,3,2,3,1,1,1,2,1,2,2,1,2,1,1,4,4,4,4,3,4,4,3,4,55.253198,"0"
"912",1,1,5,5,2,2,1,1,2,1,1,2,6,6,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,270,350,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,4,3,3,2,3,3,1,4,1,1,2,1,3,1,1,1,1,1,2,1,2,1,1,2,2,4,4,4,4,4,4,4,4,55.253198,"0"
"913",1,1,5,4,1,1,1,1,1,1,1,1,6,6,4,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,180,90,1,2,2,1,1,2,3,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,4,3,3,2,2,3,2,2,3,1,1,4,1,4,1,2,1,1,1,1,1,1,2,1,1,2,4,3,3,4,4,3,4,3,55.253198,"0"
"914",2,1,3,4,1,2,1,1,1,1,1,1,6,3,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,50,0,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,1,3,1,4,4,4,3,3,2,2,3,4,2,2,4,2,3,2,3,2,3,2,2,2,2,4,2,2,2,4,4,4,4,4,4,4,4,428.380772,"1"
