"","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG07A","MSBG07B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG12A","MSBG12B","MSBG13A","MSBM14","MSBM15","MSBM16A","MSBM17A","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","TOTWGT","AtRisk"
"2153",1,1,2,4,1,2,1,1,1,1,1,1,7,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,250,0,1,2,3,3,2,4,4,3,2,2,3,3,4,4,3,3,2,2,2,2,2,1,1,2,3,1,4,4,3,3,3,3,4,3,4,1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,2,2,4,3,4,4,4,4,4,4,84.737371,"0"
"2154",1,1,4,5,2,2,2,1,1,1,1,2,6,3,6,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,250,90,1,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,3,2,3,3,2,1,2,2,2,2,3,2,2,2,1,2,2,2,2,3,3,3,3,4,4,4,4,4,84.737371,"0"
"2155",1,1,4,4,2,1,1,1,1,1,1,1,6,3,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,250,0,1,2,3,2,3,4,4,4,4,4,4,2,3,3,1,3,2,2,2,2,2,2,1,2,1,3,4,3,4,3,2,1,2,4,4,2,2,3,1,4,2,1,1,2,2,2,1,1,2,2,2,3,4,3,3,4,4,3,4,4,84.737371,"0"
"2156",2,3,2,5,1,1,1,1,1,2,1,1,2,2,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,275,100,1,2,2,2,3,4,2,3,2,2,2,2,4,2,2,3,2,2,1,2,1,1,1,2,2,2,3,2,3,2,2,2,3,4,2,2,1,1,1,2,1,1,1,2,1,2,4,2,2,2,2,2,4,1,4,4,4,4,4,4,84.737371,"0"
"2157",1,3,3,3,2,2,2,1,2,1,1,2,2,3,5,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,275,120,2,2,2,1,3,2,3,3,1,2,2,2,2,3,4,2,1,2,1,1,1,1,1,2,1,2,2,4,1,2,2,3,3,2,3,1,1,1,1,2,1,1,1,2,2,3,3,2,1,1,1,4,4,4,4,4,4,4,4,4,84.737371,"1"
"2158",2,1,5,4,1,2,1,1,2,1,1,1,5,7,5,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,275,150,2,2,4,2,3,3,2,3,2,3,3,1,4,3,1,3,1,2,1,1,2,1,1,2,2,2,3,4,3,1,2,2,2,3,3,2,1,2,1,2,1,2,1,2,2,3,2,1,1,2,1,3,4,4,4,4,3,4,4,4,84.737371,"0"
"2159",1,1,2,4,1,1,1,1,1,1,1,1,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,375,180,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,3,1,1,1,2,4,2,1,1,4,1,4,1,2,1,1,1,2,2,1,1,1,1,1,3,4,3,4,4,4,4,4,36.434118,"0"
"2160",1,1,5,4,2,2,1,1,1,1,1,2,7,6,6,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,350,60,2,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,3,1,2,1,1,3,1,4,3,1,1,4,1,4,1,2,1,3,2,4,3,2,2,2,3,2,2,1,3,3,4,4,4,3,36.434118,"0"
"2161",1,1,5,4,1,2,2,1,1,1,1,1,6,6,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,350,100,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,3,2,2,2,3,4,2,2,1,3,1,3,2,1,2,3,2,4,2,2,3,2,3,3,2,4,2,3,4,4,2,3,36.434118,"0"
"2162",1,1,5,4,1,2,1,1,1,1,1,1,7,7,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,375,300,2,2,1,1,2,2,1,3,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4,3,1,1,3,1,4,1,1,1,3,3,3,2,2,3,3,4,3,4,3,3,4,4,4,4,4,182.170592,"0"
"2163",1,1,3,4,1,2,1,1,1,1,1,1,6,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,0,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,3,2,3,3,2,2,1,2,3,3,1,2,4,1,3,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,3,4,3,2,4,36.434118,"0"
"2164",1,1,4,4,2,2,1,1,1,1,1,1,6,8,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,375,60,1,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,1,1,4,4,3,2,4,2,3,1,3,1,1,3,1,3,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,182.170592,"0"
"2165",1,1,3,5,1,1,1,1,1,1,1,1,3,5,6,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,0,300,1,2,1,1,2,1,1,1,2,1,1,1,3,3,1,1,1,1,2,2,2,1,2,1,1,3,2,2,4,3,1,1,2,4,2,1,1,4,3,4,1,1,2,1,2,4,4,1,2,2,3,4,2,1,3,4,4,4,2,2,36.434118,"0"
"2166",2,1,4,3,1,1,1,1,1,1,1,2,6,7,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,375,150,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,3,2,3,2,2,2,3,3,3,1,1,3,1,3,1,2,1,2,2,2,2,2,2,3,3,4,3,3,4,4,3,2,4,3,36.434118,"0"
"2167",1,1,3,4,1,2,1,1,1,2,1,1,3,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,275,210,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,3,3,3,3,2,3,1,2,4,2,1,1,4,1,4,1,1,1,1,1,2,2,1,2,1,1,2,2,4,2,4,4,4,4,4,138.729912,"0"
"2168",2,1,5,4,1,2,1,1,1,1,1,1,3,5,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,500,150,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,3,3,2,2,1,2,4,2,1,1,4,2,4,2,1,1,1,1,2,2,1,1,2,1,1,4,4,4,4,4,4,4,4,138.729912,"0"
"2169",1,1,2,5,1,1,1,1,2,1,1,1,3,6,5,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,55,60,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,4,2,1,1,1,4,1,1,1,4,1,4,2,1,1,2,1,2,1,1,1,2,2,2,4,3,4,4,4,4,3,4,138.729912,"0"
"2170",2,1,4,5,1,1,1,1,2,1,1,1,3,5,6,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,350,200,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,3,2,2,2,1,2,3,1,3,2,1,1,4,2,4,1,2,1,1,1,1,1,1,1,1,2,3,2,3,3,3,4,2,4,4,138.729912,"0"
"2171",2,1,4,5,1,2,1,1,1,1,2,1,3,3,5,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,300,360,1,2,1,1,2,2,2,1,1,1,2,2,1,3,1,1,2,2,2,2,2,1,1,3,1,2,4,3,3,2,2,2,3,4,3,1,1,3,1,3,1,2,1,2,1,1,2,1,1,1,1,2,1,3,4,4,4,4,4,4,138.729912,"0"
"2172",1,1,4,4,1,2,2,1,1,2,1,1,5,6,6,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,300,540,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,3,2,3,2,2,1,2,3,4,3,1,1,3,1,4,1,2,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,138.729912,"0"
"2173",2,1,3,5,1,1,1,1,1,1,1,1,7,7,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,250,250,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,3,3,2,4,2,1,1,1,4,3,2,1,4,1,4,1,1,2,2,2,2,1,1,1,2,2,2,3,3,4,4,4,3,3,4,138.729912,"0"
"2174",2,1,3,5,1,2,1,1,1,1,1,1,3,7,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,250,250,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4,1,3,1,1,1,1,4,1,1,1,4,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,4,2,4,4,3,138.729912,"0"
"2175",1,1,3,4,1,1,1,1,1,2,1,1,3,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,385,210,2,2,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2,2,2,2,2,1,1,1,1,4,3,2,4,1,1,1,1,4,2,2,1,2,1,4,2,4,2,1,1,2,1,1,1,3,2,2,4,3,4,4,4,4,4,4,138.729912,"0"
"2176",2,1,5,5,1,1,1,1,1,1,1,2,3,3,6,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,400,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,3,2,1,4,1,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1066.226857,"1"
"2177",1,1,2,3,1,1,1,2,1,1,1,2,3,5,6,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,400,25,2,2,1,4,4,2,3,3,3,3,3,1,2,1,1,3,1,1,1,2,1,1,2,2,1,2,3,2,2,2,3,3,2,2,2,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,3,3,177.704476,"1"
"2178",1,1,3,4,1,2,1,2,1,1,1,1,7,2,6,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,400,50,1,2,4,3,4,3,2,4,2,3,4,2,3,2,1,2,1,1,1,1,1,2,1,1,1,2,3,1,3,1,1,2,2,3,3,1,1,4,1,4,4,3,1,1,1,1,1,2,1,2,1,1,4,4,4,3,4,4,4,4,177.704476,"1"
"2179",2,3,2,4,1,1,1,1,1,1,1,2,3,3,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,450,120,2,2,2,1,1,2,2,2,3,1,2,2,3,2,2,1,1,1,2,2,2,1,1,2,2,3,3,2,3,2,3,2,1,3,2,2,2,1,3,3,2,2,2,2,2,3,3,3,2,2,2,2,1,1,3,1,1,2,3,4,177.704476,"1"
"2180",1,1,4,5,1,2,1,2,1,1,1,2,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,400,100,2,2,2,1,3,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,3,2,4,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,4,3,3,4,4,3,4,177.704476,"1"
"2181",1,1,4,4,2,2,1,1,2,1,1,1,6,8,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,300,300,2,2,2,2,3,2,1,3,3,3,1,1,3,3,1,3,2,1,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,3,3,1,1,2,1,3,1,1,2,2,1,4,2,2,2,1,2,3,4,3,4,4,4,4,4,4,88.494217,"0"
"2182",1,1,2,3,2,2,1,1,1,2,1,1,3,3,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,300,140,1,2,3,1,2,2,3,1,1,2,2,3,3,2,1,3,2,1,2,2,2,1,1,2,1,2,4,3,2,2,2,3,4,3,4,2,3,1,3,2,3,2,2,3,2,4,3,2,2,3,2,2,3,2,2,4,4,4,4,4,340.362375,"0"
"2183",1,1,5,3,1,2,1,1,2,1,1,2,8,6,5,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,300,150,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,3,2,2,4,2,1,1,1,4,3,1,1,3,1,4,1,1,2,2,1,1,1,1,1,2,1,1,4,3,4,4,4,4,4,4,340.362375,"0"
"2184",1,2,4,5,1,2,1,1,1,2,1,1,8,8,6,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,425,300,2,2,2,2,3,2,1,2,2,2,1,1,2,4,1,3,2,2,2,2,2,1,1,2,1,3,3,2,4,2,1,2,1,3,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,2,3,3,3,4,4,4,4,4,4,340.362375,"0"
"2185",2,1,4,4,1,2,1,1,2,1,1,2,6,7,5,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,300,150,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,4,2,2,2,1,1,2,2,4,3,1,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,340.362375,"0"
"2186",2,1,5,3,1,2,1,1,1,1,1,1,7,7,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,300,150,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,3,3,2,3,1,1,2,2,4,2,1,1,3,1,3,1,3,1,2,1,2,1,2,2,2,1,2,3,4,4,4,4,4,4,4,340.362375,"0"
"2187",1,1,3,5,1,1,1,1,1,1,1,1,6,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,300,150,2,2,2,1,1,2,1,1,2,1,2,1,2,3,1,2,2,1,2,1,1,1,1,1,1,3,2,2,4,2,2,1,1,4,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,88.494217,"0"
"2188",1,1,5,5,1,2,2,1,2,1,1,2,8,8,5,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,300,150,2,2,2,2,3,2,1,1,2,2,1,1,3,4,1,1,2,1,2,1,2,1,1,1,1,2,4,4,3,2,1,3,4,3,4,1,1,2,1,4,1,2,2,3,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,88.494217,"0"
"2189",1,1,4,4,1,2,1,1,1,1,1,1,5,6,4,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,300,60,1,2,3,2,3,4,3,3,3,2,2,2,3,3,3,2,1,1,2,2,2,1,1,2,1,1,4,3,3,3,2,4,3,1,4,1,2,2,1,3,1,1,1,2,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,88.494217,"0"
"2190",2,1,5,4,1,2,1,1,1,1,1,1,6,6,4,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,60,20,1,2,3,4,4,3,2,3,2,3,2,2,3,3,2,3,2,1,2,2,2,1,2,3,2,2,4,4,2,4,3,3,4,3,2,3,2,1,2,3,1,2,3,2,2,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,88.494217,"0"
"2191",1,1,5,5,1,2,1,1,1,1,1,1,5,7,6,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,300,90,2,2,1,1,1,2,2,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,4,3,1,3,2,4,3,1,4,1,2,1,2,2,2,3,3,2,1,2,2,2,3,2,3,3,4,4,4,4,4,4,4,4,88.494217,"0"
"2192",2,1,5,4,2,2,1,1,1,1,2,1,7,6,4,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,300,100,2,2,3,1,2,2,3,2,1,2,1,2,4,2,2,2,2,1,2,2,2,1,1,2,2,1,3,4,2,1,3,4,4,3,4,1,1,3,1,4,1,2,1,3,2,2,2,1,1,2,1,2,4,4,4,4,4,4,4,4,88.494217,"0"
"2193",2,1,5,3,1,2,1,1,2,1,1,1,6,7,6,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,300,200,2,2,3,2,2,1,3,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,3,1,1,1,3,4,2,2,2,2,1,4,1,3,2,2,1,3,2,2,2,3,2,2,4,3,4,4,4,4,4,4,340.362375,"0"
"2194",1,1,5,5,1,1,1,1,1,1,1,1,6,3,6,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,300,30,1,2,4,2,3,2,3,4,3,3,2,3,4,3,2,2,2,1,2,2,2,2,2,2,2,1,3,4,3,2,3,2,3,3,3,2,3,3,2,3,1,1,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,88.494217,"0"
"2195",2,1,3,2,1,2,2,2,1,1,1,1,3,6,4,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,300,0,1,2,2,1,1,1,3,1,1,1,2,4,4,3,1,1,2,2,2,2,2,2,2,1,1,3,4,1,4,1,1,1,2,4,4,3,4,2,1,3,2,2,3,2,1,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,88.494217,"0"
"2196",1,1,3,3,2,1,1,1,2,1,1,2,7,8,5,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,360,150,2,2,1,1,2,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,3,2,3,2,3,4,2,2,3,3,3,3,1,1,3,1,4,1,2,1,1,1,1,1,2,2,1,2,4,4,3,4,4,4,3,4,4,276.113864,"0"
"2197",1,1,5,5,2,1,1,1,1,1,1,1,7,7,6,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,420,300,1,2,2,3,3,2,4,3,2,1,4,3,4,3,1,3,2,1,2,2,1,1,1,1,1,3,2,1,2,1,1,1,2,4,2,1,1,4,1,4,2,1,2,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,276.113864,"0"
"2198",1,1,4,4,1,1,1,1,1,1,1,1,6,7,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,200,240,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,3,3,2,3,2,1,1,2,4,3,1,1,3,1,4,1,1,1,2,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,276.113864,"0"
"2199",2,1,5,4,1,1,2,1,1,2,1,2,7,7,5,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,230,60,2,2,1,2,1,1,3,2,1,1,1,3,1,3,1,2,2,1,2,2,1,1,1,1,1,3,4,2,4,2,1,1,1,4,2,1,1,4,1,4,1,2,1,1,1,2,2,1,2,1,2,3,4,4,4,4,4,4,4,4,658.908085,"0"
"2200",2,1,3,5,2,1,1,1,1,1,1,2,7,6,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,250,100,2,2,3,1,2,3,3,3,2,3,2,3,3,2,2,3,1,1,1,1,2,1,1,3,2,1,3,4,2,3,3,4,4,1,3,3,2,1,2,1,2,3,4,2,1,1,2,2,1,2,3,3,4,4,4,4,4,4,4,4,276.113864,"0"
"2201",1,1,4,4,1,1,1,1,1,1,1,2,6,7,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,240,60,1,2,3,2,3,3,1,3,2,2,2,2,3,2,1,3,1,1,1,2,2,1,1,3,2,2,3,3,3,2,2,2,3,4,3,2,1,4,1,4,1,1,2,2,1,3,2,2,2,1,3,3,1,2,3,4,4,4,4,4,276.113864,"0"
"2202",2,1,5,5,1,1,1,1,1,1,1,2,3,6,4,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,240,300,2,2,2,2,3,2,3,3,1,2,2,2,2,2,1,3,1,1,2,2,2,1,1,1,1,2,3,3,2,2,1,2,2,4,2,1,1,3,1,4,1,2,1,2,2,2,2,2,2,1,2,2,3,2,3,4,4,4,4,4,658.908085,"0"
"2203",1,1,3,4,1,1,1,1,1,1,1,1,5,7,5,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,480,240,1,2,3,1,2,2,2,3,2,3,2,2,4,3,3,4,1,1,1,1,1,1,1,2,1,2,3,3,1,3,3,2,2,3,3,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,2,4,276.113864,"0"
"2204",2,1,4,5,1,1,1,1,1,1,1,1,7,6,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,240,1800,1,2,2,3,4,3,2,3,2,3,3,3,4,2,2,4,1,1,1,1,1,1,1,3,2,2,4,3,2,2,2,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,658.908085,"0"
"2205",2,1,3,4,2,1,1,1,1,1,2,2,6,6,4,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,240,25,1,2,2,1,2,1,3,1,2,2,1,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,4,2,2,1,4,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,276.113864,"0"
"2206",1,1,3,5,1,2,1,1,1,1,1,1,5,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,450,420,2,2,1,1,2,1,3,1,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,1,4,3,2,3,2,1,1,1,4,1,1,1,4,1,4,1,1,1,2,2,2,1,2,3,2,2,3,2,4,4,4,3,4,4,3,693.76351,"0"
"2207",1,1,2,5,1,1,1,1,1,1,1,1,6,6,4,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,270,60,1,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,3,2,1,3,2,1,1,1,4,1,1,1,3,1,4,1,2,1,2,2,2,3,2,3,2,3,3,2,2,2,3,4,2,2,2,693.76351,"0"
"2208",2,1,4,2,2,2,2,1,2,1,1,1,5,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,250,150,2,2,2,3,3,2,4,3,2,4,2,3,2,3,2,4,2,2,2,2,2,1,1,1,1,3,2,1,3,1,1,1,1,4,1,1,1,4,1,4,1,2,1,2,1,2,1,3,2,2,3,3,3,4,4,4,4,4,4,4,693.76351,"0"
"2209",1,1,5,3,2,2,2,2,2,2,2,1,3,6,4,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,180,180,1,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,3,3,3,3,2,2,2,1,2,1,1,2,2,1,3,3,2,1,2,2,2,2,2,4,4,4,4,4,4,337.759604,"1"
"2210",1,1,4,4,2,2,2,1,2,1,1,1,7,6,6,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,300,480,2,2,2,1,3,1,1,3,2,3,1,1,2,2,1,4,2,1,2,1,2,1,1,2,2,3,3,2,3,1,2,3,2,4,3,1,1,4,1,4,2,3,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,337.759604,"0"
"2211",1,1,4,4,1,1,2,1,1,1,1,1,5,3,5,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,160,160,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,4,1,4,2,3,4,2,3,2,3,4,4,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,337.759604,"0"
"2212",2,1,5,2,1,2,2,1,2,1,1,2,6,6,4,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,204,120,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,3,4,1,3,1,1,3,3,3,3,2,2,3,2,4,2,3,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,337.759604,"0"
"2213",2,1,3,4,1,2,1,2,1,1,1,1,7,8,4,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,300,180,1,2,2,1,1,3,2,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,2,1,2,4,3,3,3,2,3,2,4,1,1,1,4,1,4,1,3,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,337.759604,"0"
"2214",1,1,5,4,2,1,1,1,1,1,1,1,7,6,5,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,300,200,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,3,3,2,4,1,1,2,3,4,3,2,1,4,1,4,1,2,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,337.759604,"0"
"2215",2,2,4,5,1,1,1,1,1,1,1,2,5,6,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,180,120,2,2,2,1,2,2,1,2,1,3,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,3,2,1,3,1,1,1,1,4,2,1,1,4,1,4,1,2,1,2,1,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,337.759604,"0"
"2216",1,1,5,5,2,1,1,1,1,1,1,1,3,7,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,175,60,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,1,3,1,2,2,2,4,3,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,337.759604,"0"
"2217",2,1,5,5,1,2,1,1,1,1,1,1,6,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,200,150,1,2,3,2,2,2,4,2,1,2,2,1,1,3,2,2,2,2,2,2,2,1,1,3,4,2,3,2,3,2,2,3,2,4,1,1,1,4,1,4,2,4,1,1,2,2,1,1,1,2,2,3,1,4,4,3,4,4,4,4,240.414656,"1"
"2218",1,1,5,4,2,1,1,1,1,1,1,2,7,6,5,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,200,80,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,3,3,2,4,1,1,1,2,4,3,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,4,4,4,4,4,439.467651,"0"
"2219",2,1,3,5,1,2,1,1,1,1,1,1,6,7,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,200,10,1,2,3,2,3,2,3,3,3,3,2,2,2,3,3,3,2,2,1,2,2,2,2,4,2,4,4,4,2,2,2,3,3,2,4,2,2,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,240.414656,"0"
